1, -0.0112407, 1.0584
2, -0.00477623, 1.06387
3, 0.00714171, 0.82988
4, 0.00212892, 0.694458
5, 0.00615314, 0.823442
6, 0.0551836, 1.08926
7, 0.127402, 1.24605
8, 0.174786, 1.29485
9, 0.1124, 1.3085
10, 0.0490212, 1.31825
11, 0.218471, 1.33372
12, 0.049585, 1.35249
13, 0.115123, 1.36724
14, 0.314212, 1.38996
15, 0.375796, 1.40402
16, 0.376337, 1.40959
17, 0.3841, 1.4137
18, 0.40217, 1.41802
19, 0.398197, 1.42323
20, 0.401854, 1.42839
21, 0.408404, 1.43358
22, 0.393731, 1.43865
23, 0.405668, 1.44425
24, 0.422872, 1.45045
25, 0.405873, 1.45634
26, 0.406778, 1.46256
27, 0.429036, 1.46868
28, 0.411087, 1.47515
29, 0.401189, 1.4816
30, 0.408721, 1.48848
31, 0.388139, 1.49547
32, 0.40384, 1.50254
33, 0.406889, 1.51026
34, 0.413595, 1.5176
35, 0.410867, 1.52559
36, 0.42214, 1.53317
37, 0.394137, 1.54141
38, 0.400542, 1.54977
39, 0.42395, 1.55884
40, 0.409937, 1.56792
41, 0.401117, 1.57697
42, 0.414801, 1.58633
43, 0.40133, 1.59556
44, 0.38637, 1.60578
45, 0.397414, 1.61575
46, 0.411031, 1.62646
47, 0.397589, 1.63697
48, 0.395974, 1.64805
49, 0.406226, 1.65943
50, 0.411939, 1.67086
